Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2017,69485,27701,NC,Durham,Durham,Durham,4035,148700,0.024810476,0.072871573,0.214869281,0.056070493,,2017-08,2017-Q3,148700,0,2017-08
8/31/2017,76479,43035,OH,Columbus,Franklin,Columbus,4036,294000,0.024390244,0.051126207,0.057934509,0.047068027,0.01877424,2017-08,2017-Q3,294000,0,2017-08
8/31/2017,67248,22408,VA,Washington,Spotsylvania,Fredericksburg,4037,252400,0.000396354,-0.00433925,0.044269756,0.048479644,-0.012936369,2006-05,2006-Q2,317600,-0.205289673,2004-12
8/31/2017,60752,7675,NJ,New York,Bergen,River Vale,4038,543100,-0.003486239,-0.009122423,0.005927024,0.023055698,-0.004420167,2006-07,2006-Q3,591900,-0.082446359,2005-01
8/31/2017,73212,34769,FL,Orlando,Osceola,Saint Cloud,4039,166000,0.00973236,0.029138252,0.122379986,0.160690351,-0.013308952,2006-12,2006-Q4,199000,-0.165829146,2005-09
8/31/2017,96284,91042,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,4040,568300,-0.001756543,0,0.080007602,0.101671978,0.008650395,2017-06,2017-Q2,570900,-0.004554213,2017-05
8/31/2017,98950,96819,HI,Urban Honolulu,Honolulu,Honolulu,4041,822500,-0.000728952,-0.004839685,0.039823009,0.052709273,0.023032571,2017-04,2017-Q2,826600,-0.004960077,2017-03
8/31/2017,72894,33901,FL,Fort Myers,Lee,Fort Myers,4042,156200,0.006443299,0.020248204,0.037873754,0.148698355,-0.015602541,2006-06,2006-Q2,213400,-0.268041237,2005-04
8/31/2017,73618,35805,AL,Huntsville,Madison,Huntsville,4043,66900,0,-0.002980626,-0.036023055,0.001803438,-0.014218005,2008-11,2008-Q4,81100,-0.175092478,2006-03
8/31/2017,77532,45241,OH,Cincinnati,Hamilton,Sharonville,4044,219600,0.00733945,0.024731685,0.084980237,0.044075281,0.009291989,2017-08,2017-Q3,219600,0,2017-08
8/31/2017,96244,90810,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,4045,428800,-0.000699138,-0.003948897,0.076035132,0.102454777,-0.008857766,2007-04,2007-Q2,479000,-0.10480167,2005-11
8/31/2017,79139,48329,MI,Detroit,Oakland,Waterford,4046,158300,0.003168568,0.004441624,0.042819499,0.115135513,0.003018561,2005-12,2005-Q4,170500,-0.071554252,2002-07
8/31/2017,67775,23607,VA,Virginia Beach,Newport News City,Newport News,4047,99200,0.002020202,-0.019762846,0.019527235,0.013427627,-0.017371357,2007-12,2007-Q4,119300,-0.168482816,2005-11
8/31/2017,63933,15202,PA,Pittsburgh,Allegheny,Bellevue,4048,137500,0.011029412,0.030734633,0.088677751,0.059069839,,2017-08,2017-Q3,137500,0,2017-08
8/31/2017,95841,89145,NV,Las Vegas,Clark,Las Vegas,4049,211400,0.015857761,0.055416875,0.148913043,0.148915829,-0.017686813,2006-06,2006-Q2,276200,-0.2346126,2004-08
8/31/2017,75577,40223,KY,Louisville/Jefferson County,Jefferson,Jeffersontown,4050,254400,0.00792393,0.019230769,0.042195821,0.041999239,0.021974187,2017-02,2017-Q1,257800,-0.013188518,2017-01
8/31/2017,62211,11731,NY,New York,Suffolk,East Northport,4051,452000,0.00177305,0.003106968,0.050918391,0.033091589,-0.011456195,2006-09,2006-Q3,518300,-0.127918194,2004-09
8/31/2017,85930,63112,MO,St. Louis,Saint Louis City,Saint Louis,4052,149700,0.019060585,0.03455425,0.305143854,0.083820958,0.011822598,2017-08,2017-Q3,149700,0,2017-08
8/31/2017,60404,6704,CT,New Haven,New Haven,Waterbury,4053,95400,0.006329114,0.031351351,0.054143646,-0.001044934,-0.035049019,2006-06,2006-Q2,141000,-0.323404255,2003-09
8/31/2017,84284,60015,IL,Chicago,Lake,Deerfield,4054,494400,-0.001413856,0.001417865,-0.005431503,0.039010213,-0.010510759,2006-12,2006-Q4,566700,-0.127580731,2004-09
8/31/2017,61171,8755,NJ,New York,Ocean,Toms River,4055,270000,0.002599332,0.003717472,0.017332329,0.040206622,-0.016012981,2006-04,2006-Q2,330100,-0.182066041,2003-12
8/31/2017,96778,92277,CA,Riverside,San Bernardino,Twentynine Palms,4056,111900,0.02285192,0.082205029,0.196791444,0.076787781,-0.02117132,2006-11,2006-Q4,153900,-0.272904483,2005-05
8/31/2017,72322,32953,FL,Melbourne,Brevard,Merritt Island,4057,266900,0.008311296,0.016761905,0.123789474,0.108592794,0.008680711,2005-11,2005-Q4,298300,-0.105263158,2005-04
8/31/2017,69864,28334,NC,Dunn,Harnett,Dunn,4058,120500,0,-0.003308519,-0.009046053,0.023857498,0.008336644,2017-01,2017-Q1,123500,-0.024291498,2016-07
8/31/2017,95297,87102,NM,Albuquerque,Bernalillo,Albuquerque,4059,129800,-0.009916095,-0.011424219,0.070074196,0.036499247,-0.00660991,2009-05,2009-Q2,171700,-0.244030285,2006-09
8/31/2017,77037,44137,OH,Cleveland,Cuyahoga,Maple Heights,4060,58600,0.019130435,0.055855856,0.111954459,0.029791778,-0.051755689,2007-04,2007-Q2,102600,-0.428849903,
8/31/2017,78063,46256,IN,Indianapolis,Marion,Indianapolis,4061,198200,0.009164969,0.01693176,0.060460139,0.024043008,-0.001003521,2004-01,2004-Q1,223300,-0.112404837,
8/31/2017,90301,74112,OK,Tulsa,Tulsa,Tulsa,4062,98100,0.002042901,-0.008088979,0.02507837,0.031275267,0.01575906,2017-04,2017-Q2,99600,-0.015060241,2017-03
8/31/2017,95940,89512,NV,Reno,Washoe,Reno,4063,195200,0,0.025210084,0.140186916,0.22765505,0.006090541,2005-11,2005-Q4,204100,-0.043606075,2005-09
8/31/2017,95750,89011,NV,Las Vegas,Clark,Henderson,4064,234700,0.006000857,0.02399651,0.098782772,0.133918268,-0.015828719,2006-04,2006-Q2,311600,-0.246790757,2004-07
8/31/2017,71718,31906,GA,Columbus,Muscogee,Columbus,4065,74000,0,-0.004037685,0.029207232,-0.013739349,,2010-08,2010-Q3,86600,-0.145496536,
8/31/2017,81822,54650,WI,La Crosse,La Crosse,Onalaska,4066,192100,-0.001559252,-0.005693582,0.063087991,0.039070073,0.021230731,2017-06,2017-Q2,193400,-0.00672182,2017-03
8/31/2017,399578,33596,FL,Tampa,Hillsborough,Valrico,4067,261800,0.001913509,0.002680965,0.043027888,0.066773173,-0.00151518,2006-06,2006-Q2,301500,-0.131674959,2005-09
8/31/2017,73332,35124,AL,Birmingham,Shelby,Pelham,4068,185100,0.001623377,0.002165674,0.024916944,0.033609982,0.005111074,2017-08,2017-Q3,185100,0,2017-08
8/31/2017,62204,11722,NY,New York,Suffolk,Town of Islip,4069,262700,-0.002657555,-0.004169826,0.074437628,0.075925845,-0.027755254,2007-06,2007-Q2,350100,-0.249642959,2004-09
8/31/2017,66222,20121,VA,Washington,Fairfax,Centreville,4070,355200,-0.000843882,-0.005042017,0.010813887,0.031213552,-0.006882997,2005-12,2005-Q4,422400,-0.159090909,2004-12
8/31/2017,93139,79930,TX,El Paso,El Paso,El Paso,4071,91600,0.005488474,0.032694476,0.011037528,0.001535432,-0.000760997,2009-06,2009-Q2,98300,-0.068158698,2008-11
8/31/2017,69914,28390,NC,Dunn,Harnett,Spring Lake,4072,143700,0.009129213,0.019148936,0.011971831,0.008713114,,2010-11,2010-Q4,147200,-0.023777174,
8/31/2017,58940,2852,RI,Providence,Washington,North Kingstown,4073,315400,0.003499841,0.013170575,0.073154134,0.035905282,-0.001446884,2006-01,2006-Q1,349500,-0.097567954,2004-10
8/31/2017,65879,19355,PA,Philadelphia,Chester,Malvern,4074,464600,0.002157032,0.006281135,0.017298007,0.028703451,0.00515845,2017-08,2017-Q3,464600,0,2017-08
8/31/2017,77365,44857,OH,Norwalk,Huron,Norwalk,4075,123400,0,-0.002425222,0.168560606,0.040669439,0.005684278,2017-06,2017-Q2,123800,-0.003231018,2017-05
8/31/2017,58520,1854,MA,Boston,Middlesex,Lowell,4076,259900,0.002313922,0.012465914,0.069547325,0.076833023,0.010208035,2017-08,2017-Q3,259900,0,2017-08
8/31/2017,76594,43227,OH,Columbus,Franklin,Columbus,4077,80900,0.01125,0.025348542,0.087365591,0.052627805,-0.013203376,2006-08,2006-Q3,95300,-0.151101784,2001-08
8/31/2017,92387,78332,TX,Alice,Jim Wells,Alice,4078,84200,0.00477327,-0.00118624,-0.056053812,-0.011249133,,2016-02,2016-Q1,96200,-0.124740125,
8/31/2017,74374,37412,TN,Chattanooga,Hamilton,East Ridge,4079,116800,0.000856898,0.005163511,0.041926851,0.03892239,0.010610981,2017-08,2017-Q3,116800,0,2017-08
8/31/2017,61002,8204,NJ,Ocean City,Cape May,Lower Township,4080,290700,-0.005813953,-0.002744425,0.021792619,0.013312262,-0.014113181,2006-10,2006-Q4,352600,-0.175553035,2004-05
8/31/2017,60844,7860,NJ,New York,Sussex,Newton,4081,234400,-0.001703578,-0.006779661,0.028070175,0.012026087,-0.028503306,2007-06,2007-Q2,317700,-0.262197041,2003-11
8/31/2017,69824,28278,NC,Charlotte,Mecklenburg,Charlotte,4082,247300,0.006921824,0.024016563,0.07662168,0.068214508,0.015472916,2017-08,2017-Q3,247300,0,2017-08
8/31/2017,82158,55305,MN,Minneapolis-St Paul,Hennepin,Minnetonka,4083,321400,-0.006798517,-0.017726161,0.060726073,0.057257447,0.010020562,2017-05,2017-Q2,327200,-0.017726161,2017-04
8/31/2017,81370,53545,WI,Janesville,Rock,Town of Janesville,4084,140400,0.003573981,0.010071942,0.070938215,0.064326312,0.008504266,2017-08,2017-Q3,140400,0,2017-08
8/31/2017,70036,28570,NC,Morehead City,Carteret,Newport,4085,181100,0.012863535,0.023742227,0.062170088,0.023046606,-0.024548629,2008-02,2008-Q1,248700,-0.27181343,
8/31/2017,98246,95501,CA,Eureka,Humboldt,Eureka,4086,258500,-0.001159196,0.016515926,0.072614108,0.051501013,-0.010954157,2007-09,2007-Q3,288800,-0.104916898,2005-07
8/31/2017,84603,60601,IL,Chicago,Cook,Chicago,4087,307500,-0.007103649,-0.033018868,0.033960995,0.029420225,0.000718277,2008-06,2008-Q2,319400,-0.037257358,2007-09
8/31/2017,72101,32606,FL,Gainesville,Alachua,Gainesville,4088,203900,0.010907288,0.032928065,0.083421892,0.053399085,-0.011886756,2007-02,2007-Q1,236300,-0.137113838,2005-09
8/31/2017,78375,46970,IN,Peru,Miami,Peru,4089,67500,-0.004424779,-0.024566474,0.041666667,0.051147364,0.006286048,2005-12,2005-Q4,81400,-0.170761671,2001-11
8/31/2017,78587,47404,IN,Bloomington,Monroe,Bloomington,4090,154000,-0.003236246,-0.02284264,0.042654028,0.028828183,0.018029788,2017-05,2017-Q2,157600,-0.02284264,2017-03
8/31/2017,99584,98126,WA,Seattle,King,Seattle,4091,563500,0.00841088,0.042746114,0.154713115,0.132938046,0.035435174,2017-08,2017-Q3,563500,0,2017-08
8/31/2017,78036,46221,IN,Indianapolis,Marion,Indianapolis,4092,100700,0.00199005,-0.004940711,0.019230769,0.038170297,-0.00331511,2006-01,2006-Q1,110700,-0.090334237,2004-09
8/31/2017,72051,32539,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,Crestview,4093,146000,0.004817619,0.012482663,0.058738216,0.039137845,-0.010467186,2006-04,2006-Q2,177400,-0.177001127,2005-04
8/31/2017,67920,24017,VA,Roanoke,Roanoke City,Roanoke,4094,98200,0.009249743,0.028272251,0.093541203,0.022874564,,2017-08,2017-Q3,98200,0,2017-08
8/31/2017,99727,98338,WA,Seattle,Pierce,Graham,4095,330500,0.004559271,0.023853779,0.097277556,0.077741002,0.005906007,2017-08,2017-Q3,330500,0,2017-08
8/31/2017,66580,20721,MD,Washington,Prince Georges,Bowie,4096,399800,0.003514056,0.001753946,0.006039255,0.056315959,-0.020477857,2006-08,2006-Q3,503700,-0.206273576,2005-02
8/31/2017,97006,92706,CA,Los Angeles-Long Beach-Anaheim,Orange,Santa Ana,4097,624200,0.003859762,0.020268061,0.109886202,0.111101379,0.001063548,2006-07,2006-Q3,663500,-0.059231349,2005-12
8/31/2017,69746,28144,NC,Charlotte,Rowan,Salisbury,4098,117100,0.002568493,0.015611448,0.077276909,0.026790654,-0.002276945,2008-01,2008-Q1,120500,-0.028215768,2007-05
8/31/2017,66798,21146,MD,Baltimore,Anne Arundel,Severna Park,4099,493500,0.007759853,0.018575851,0.054712545,0.036709095,0.000773289,2006-03,2006-Q1,515500,-0.042677013,2005-09
8/31/2017,69704,28083,NC,Charlotte,Cabarrus,Kannapolis,4100,121900,0.008271299,0.030431107,0.147834275,0.061850048,0.01620338,2017-08,2017-Q3,121900,0,2017-08
8/31/2017,77218,44514,OH,Youngstown,Mahoning,Boardman,4101,128200,0.00078064,0.005490196,0.030546624,0.035655106,0.007136579,2017-08,2017-Q3,128200,0,2017-08
8/31/2017,84829,61111,IL,Rockford,Winnebago,Loves Park,4102,94700,-0.001054852,-0.002107482,0.022678186,0.015245545,-0.026988299,2007-02,2007-Q1,125100,-0.243005596,2000-08
8/31/2017,77539,45248,OH,Cincinnati,Hamilton,Bridgetown,4103,132300,0.0030326,0.008384146,0.046677215,0.024534168,-0.00857593,2007-01,2007-Q1,146000,-0.093835616,2002-12
8/31/2017,82689,56201,MN,Willmar,Kandiyohi,Willmar,4104,143100,0.007746479,0.014174344,0.025071633,0.0305672,-0.001867467,2006-10,2006-Q4,156500,-0.085623003,2005-12
8/31/2017,97820,94619,CA,San Francisco,Alameda,Oakland,4105,709600,-0.00028177,0.007954545,0.077109897,0.147214827,0.024674837,2017-07,2017-Q3,709800,-0.00028177,2017-07
8/31/2017,72064,32563,FL,Pensacola,Santa Rosa,Gulf Breeze,4106,224400,0.010355696,0.034578147,0.090379009,0.055610784,-0.000842783,2005-12,2005-Q4,252800,-0.112341772,2005-05
8/31/2017,72229,32803,FL,Orlando,Orange,Orlando,4107,271900,0.000367918,0.010029718,0.08586262,0.11925141,0.00498893,2006-08,2006-Q3,283600,-0.041255289,2005-12
8/31/2017,399582,33967,FL,Fort Myers,Lee,Fort Myers,4108,225000,0.011235955,0.027866606,0.046511628,0.13586603,-0.002843896,2006-07,2006-Q3,279700,-0.195566679,2005-07
8/31/2017,99768,98383,WA,Bremerton,Kitsap,Silverdale,4109,348300,-0.007974936,-0.029534689,0.050045222,0.061365559,0.005077219,2017-05,2017-Q2,358900,-0.029534689,2017-01
8/31/2017,96926,92583,CA,Riverside,Riverside,San Jacinto,4110,243500,0.012474012,0.030469742,0.084149599,0.138681778,-0.01746001,2006-07,2006-Q3,326300,-0.253754214,2004-09
8/31/2017,75266,39350,MS,,Neshoba,Philadelphia,4111,114000,0.014234875,0.04875805,0.103581801,0.021893987,0.028466547,2017-08,2017-Q3,114000,0,2017-08
8/31/2017,95013,85629,AZ,Tucson,Pima,Sahuarita,4112,186200,0.002152853,0.007030827,0.045480067,0.038703969,-0.021540469,2006-06,2006-Q2,251100,-0.258462764,2004-12
8/31/2017,77197,44484,OH,Youngstown,Trumbull,Warren,4113,105000,-0.010367578,-0.013157895,0.028403526,0.038565531,-0.001417458,2006-08,2006-Q3,111100,-0.054905491,2004-06
